,wiek,zawod,stan_cywilny,wyksztalcenie,ma_kredyt,kredyt_mieszkaniowy,ma_pozyczke,sposob_kontaktu,miesiac,dl_polaczenia,liczba_polaczen_aktualnej_kampanii,liczba_dni_od_ost_kontaktu,liczba_polaczen_przed_aktualna_kampania,wynik_poprzedniej_kampanii,wsk_zmien_zatrudnienia,wsk_cen_konsum,wsk_zauf_konsum,euribor3m,liczba_pracownikow,target
325,40,housemaid,single,professional.course,1,1,1,telephone,may,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
326,26,admin.,single,university.degree,1,0,1,telephone,may,231,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
327,33,admin.,married,high.school,1,1,1,telephone,may,316,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
329,36,admin.,married,high.school,1,1,1,telephone,may,669,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
330,29,services,single,high.school,1,0,1,telephone,may,425,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
331,36,blue-collar,married,basic.9y,1,0,1,telephone,may,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
332,35,management,married,high.school,1,0,1,telephone,may,174,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
333,50,self-employed,single,university.degree,1,1,0,telephone,may,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
335,49,entrepreneur,married,high.school,1,0,1,telephone,may,135,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
337,36,blue-collar,single,high.school,1,0,0,telephone,may,402,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
341,32,services,single,high.school,1,0,1,telephone,may,158,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
342,49,admin.,married,basic.9y,1,1,1,telephone,may,220,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
344,58,blue-collar,divorced,basic.4y,1,0,1,telephone,may,254,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
345,52,technician,married,high.school,1,0,1,telephone,may,503,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
346,50,services,divorced,professional.course,1,1,1,telephone,may,680,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
348,33,entrepreneur,married,university.degree,1,0,1,telephone,may,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
349,57,blue-collar,married,basic.4y,1,1,1,telephone,may,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
351,55,technician,married,professional.course,1,1,1,telephone,may,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
352,38,management,married,university.degree,1,1,1,telephone,may,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
353,38,services,married,high.school,1,0,1,telephone,may,347,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
354,53,admin.,married,university.degree,1,0,1,telephone,may,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
355,43,unemployed,single,university.degree,1,1,1,telephone,may,404,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
356,36,blue-collar,single,high.school,1,1,1,telephone,may,396,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
357,32,blue-collar,married,basic.9y,1,1,1,telephone,may,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
358,33,services,married,basic.4y,1,1,1,telephone,may,229,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
359,58,entrepreneur,married,basic.4y,1,0,1,telephone,may,350,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
361,57,management,married,university.degree,1,0,1,telephone,may,379,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
362,45,technician,married,high.school,1,0,1,telephone,may,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
364,46,admin.,married,university.degree,1,0,1,telephone,may,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
365,36,technician,married,university.degree,1,1,1,telephone,may,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
366,41,self-employed,married,high.school,1,0,1,telephone,may,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
367,57,admin.,divorced,basic.9y,1,1,1,telephone,may,306,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
369,56,management,divorced,high.school,1,1,1,telephone,may,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
370,37,blue-collar,married,basic.9y,1,1,1,telephone,may,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
371,37,blue-collar,married,basic.9y,1,1,0,telephone,may,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
372,46,admin.,single,high.school,1,0,1,telephone,may,344,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
373,22,blue-collar,single,basic.9y,1,0,1,telephone,may,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
374,43,services,married,high.school,1,1,1,telephone,may,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
375,49,blue-collar,married,unknown,1,1,1,telephone,may,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
376,41,technician,married,basic.6y,1,0,1,telephone,may,278,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
377,38,admin.,single,university.degree,1,1,1,telephone,may,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
378,33,admin.,married,basic.9y,1,1,1,telephone,may,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
379,49,admin.,married,university.degree,1,0,0,telephone,may,18,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
380,30,blue-collar,single,unknown,1,1,1,telephone,may,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
381,33,admin.,married,basic.9y,1,0,1,telephone,may,235,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
382,34,management,single,university.degree,1,1,1,telephone,may,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
386,41,self-employed,married,university.degree,1,1,1,telephone,may,402,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
389,44,services,married,high.school,1,0,1,telephone,may,1030,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
392,35,admin.,married,university.degree,1,1,1,telephone,may,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
393,42,admin.,married,high.school,1,1,1,telephone,may,69,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
394,45,admin.,married,basic.9y,1,1,1,telephone,may,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
395,36,technician,married,professional.course,1,1,1,telephone,may,769,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
397,29,blue-collar,divorced,basic.4y,1,1,1,telephone,may,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
398,41,self-employed,married,university.degree,1,0,0,telephone,may,442,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
400,52,services,single,high.school,1,1,1,telephone,may,455,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
405,42,entrepreneur,married,university.degree,1,0,1,telephone,may,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
406,52,services,divorced,basic.6y,1,1,1,telephone,may,393,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
407,39,admin.,married,high.school,1,0,1,telephone,may,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
408,36,services,married,high.school,1,1,0,telephone,may,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
410,41,admin.,married,high.school,1,1,1,telephone,may,483,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
411,55,technician,married,basic.4y,1,1,0,telephone,may,259,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
412,30,blue-collar,married,basic.9y,1,1,1,telephone,may,227,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
413,57,retired,unknown,basic.4y,1,1,1,telephone,may,673,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
418,27,services,married,high.school,1,0,1,telephone,may,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
419,34,technician,single,university.degree,1,0,1,telephone,may,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
421,43,entrepreneur,married,basic.4y,1,1,1,telephone,may,623,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
425,49,blue-collar,married,basic.9y,1,1,1,telephone,may,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
426,58,management,married,basic.6y,1,1,1,telephone,may,342,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
427,43,technician,married,professional.course,1,0,1,telephone,may,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
430,43,self-employed,divorced,university.degree,1,1,1,telephone,may,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
432,30,self-employed,single,university.degree,1,0,1,telephone,may,262,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
433,27,services,single,professional.course,1,0,0,telephone,may,271,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
435,37,technician,married,professional.course,1,0,1,telephone,may,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
436,46,housemaid,married,basic.9y,1,0,1,telephone,may,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
437,35,blue-collar,married,professional.course,1,1,1,telephone,may,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
438,47,admin.,divorced,university.degree,1,1,1,telephone,may,196,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
439,46,management,married,unknown,1,0,1,telephone,may,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
441,26,housemaid,married,university.degree,1,1,1,telephone,may,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
443,45,management,married,university.degree,1,0,1,telephone,may,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
444,34,admin.,married,basic.9y,1,1,1,telephone,may,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
446,42,technician,married,professional.course,1,1,1,telephone,may,1623,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
449,38,blue-collar,married,basic.4y,1,1,0,telephone,may,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
452,60,management,married,university.degree,1,1,1,telephone,may,451,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
453,48,admin.,married,university.degree,1,0,1,telephone,may,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
454,47,technician,married,professional.course,1,0,1,telephone,may,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
455,40,admin.,married,high.school,1,1,1,telephone,may,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
457,48,unemployed,single,basic.4y,1,0,1,telephone,may,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
458,54,housemaid,married,basic.4y,1,1,1,telephone,may,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
459,40,blue-collar,married,basic.6y,1,1,0,telephone,may,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
461,42,technician,divorced,high.school,1,1,1,telephone,may,204,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
462,52,self-employed,married,university.degree,1,0,1,telephone,may,678,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
463,31,blue-collar,single,basic.9y,1,0,1,telephone,may,182,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
464,32,services,married,high.school,1,1,1,telephone,may,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
465,44,admin.,married,high.school,1,0,0,telephone,may,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
468,52,admin.,married,basic.4y,1,0,1,telephone,may,358,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
469,42,management,married,university.degree,1,1,1,telephone,may,1677,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
471,43,management,married,professional.course,1,0,1,telephone,may,310,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
472,31,admin.,divorced,high.school,1,1,1,telephone,may,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
474,57,blue-collar,divorced,basic.4y,1,1,1,telephone,may,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
478,57,retired,married,university.degree,1,1,1,telephone,may,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
481,38,services,married,high.school,1,0,1,telephone,may,169,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
482,42,retired,married,basic.4y,1,1,1,telephone,may,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
487,35,technician,married,professional.course,1,0,1,telephone,may,278,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
489,56,technician,married,unknown,1,0,1,telephone,may,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
490,34,technician,married,university.degree,1,0,1,telephone,may,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
492,41,services,married,basic.9y,1,1,1,telephone,may,157,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
496,38,technician,married,professional.course,1,0,1,telephone,may,349,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
498,53,admin.,married,professional.course,1,0,1,telephone,may,233,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
502,33,admin.,married,basic.9y,1,1,1,telephone,may,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
505,45,entrepreneur,married,university.degree,1,1,1,telephone,may,82,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
506,40,technician,single,university.degree,1,1,1,telephone,may,198,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
508,33,technician,married,university.degree,1,0,1,telephone,may,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
510,48,blue-collar,married,basic.4y,1,1,1,telephone,may,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
511,43,entrepreneur,married,high.school,1,1,1,telephone,may,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
512,37,management,married,university.degree,1,0,1,telephone,may,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
513,50,services,married,basic.9y,1,0,0,telephone,may,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
514,59,entrepreneur,married,high.school,1,0,1,telephone,may,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
517,52,blue-collar,married,basic.4y,1,1,1,telephone,may,371,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
519,42,admin.,married,unknown,1,1,1,telephone,may,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
521,38,blue-collar,married,basic.9y,1,1,1,telephone,may,310,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
522,39,blue-collar,married,basic.6y,1,0,1,telephone,may,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
523,39,blue-collar,married,basic.6y,1,1,1,telephone,may,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
524,38,admin.,married,high.school,1,1,1,telephone,may,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
526,30,services,single,high.school,1,1,1,telephone,may,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
527,38,admin.,divorced,high.school,1,0,0,telephone,may,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
528,39,technician,divorced,university.degree,1,1,1,telephone,may,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
529,44,admin.,married,high.school,1,1,1,telephone,may,263,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
530,36,admin.,married,high.school,1,1,1,telephone,may,342,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
532,41,blue-collar,married,basic.6y,1,1,1,telephone,may,13,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
533,35,blue-collar,married,basic.9y,1,1,1,telephone,may,79,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
534,41,technician,married,high.school,1,1,1,telephone,may,358,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
536,35,admin.,single,high.school,1,0,0,telephone,may,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
539,33,self-employed,married,university.degree,1,1,1,telephone,may,792,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
543,32,entrepreneur,single,university.degree,1,0,1,telephone,may,242,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
544,30,self-employed,single,high.school,1,0,1,telephone,may,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
545,43,admin.,married,professional.course,1,0,0,telephone,may,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
546,46,admin.,married,university.degree,1,1,1,telephone,may,268,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
547,35,admin.,divorced,high.school,1,1,0,telephone,may,259,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
548,34,admin.,single,university.degree,1,0,0,telephone,may,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
550,39,admin.,single,university.degree,1,1,1,telephone,may,424,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
552,42,entrepreneur,married,basic.6y,1,1,1,telephone,may,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
553,57,retired,married,university.degree,1,0,1,telephone,may,383,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
555,40,technician,married,basic.4y,1,1,0,telephone,may,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
556,42,blue-collar,married,high.school,1,1,0,telephone,may,1297,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
557,40,technician,married,basic.4y,1,1,1,telephone,may,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
560,41,blue-collar,married,basic.4y,1,1,1,telephone,may,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
562,41,blue-collar,married,basic.4y,1,0,0,telephone,may,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
565,35,admin.,married,basic.6y,1,0,1,telephone,may,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
567,36,technician,married,unknown,1,1,1,telephone,may,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
568,23,admin.,single,university.degree,1,1,1,telephone,may,266,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
574,45,housemaid,married,high.school,1,1,1,telephone,may,352,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
575,42,admin.,married,high.school,1,1,1,telephone,may,695,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
576,41,admin.,divorced,high.school,1,1,1,telephone,may,76,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
578,46,management,married,university.degree,1,1,1,telephone,may,310,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
579,37,blue-collar,married,unknown,1,1,1,telephone,may,390,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
581,30,blue-collar,married,basic.4y,1,1,1,telephone,may,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
583,24,technician,single,professional.course,1,1,0,telephone,may,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
585,34,admin.,single,university.degree,1,1,0,telephone,may,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
587,59,blue-collar,married,basic.4y,1,0,1,telephone,may,424,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
590,32,technician,married,professional.course,1,1,1,telephone,may,1906,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
591,33,technician,married,professional.course,1,0,1,telephone,may,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
592,32,admin.,married,university.degree,1,1,1,telephone,may,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
594,46,management,married,university.degree,1,1,1,telephone,may,407,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
595,57,technician,married,professional.course,1,0,1,telephone,may,402,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
596,42,technician,married,basic.9y,1,1,1,telephone,may,209,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
597,48,admin.,married,professional.course,1,0,1,telephone,may,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
599,34,services,married,high.school,1,1,1,telephone,may,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
600,32,admin.,single,university.degree,1,0,0,telephone,may,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
601,48,blue-collar,married,basic.9y,1,1,1,telephone,may,284,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
602,47,blue-collar,married,basic.9y,1,1,1,telephone,may,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
604,32,admin.,single,university.degree,1,0,1,telephone,may,278,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
605,32,admin.,single,university.degree,1,1,1,telephone,may,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
606,36,services,married,high.school,1,1,1,telephone,may,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
609,50,services,married,high.school,1,1,1,telephone,may,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
610,46,blue-collar,married,basic.6y,1,0,1,telephone,may,147,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
611,41,admin.,married,high.school,1,1,1,telephone,may,635,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
612,43,blue-collar,single,basic.4y,1,1,1,telephone,may,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
613,51,management,married,university.degree,1,0,1,telephone,may,170,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
614,38,admin.,married,university.degree,1,0,1,telephone,may,802,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
615,41,technician,married,basic.6y,1,0,1,telephone,may,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
617,52,blue-collar,married,basic.4y,1,1,1,telephone,may,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
618,37,technician,married,professional.course,1,0,1,telephone,may,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
619,41,admin.,married,basic.9y,1,0,1,telephone,may,241,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
620,46,admin.,divorced,university.degree,1,0,0,telephone,may,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
621,47,technician,married,professional.course,1,1,1,telephone,may,79,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
